cod,nome,cod_depto
HIS0106,HISTÓRIA CONTEMPORÂNEA 1,559
HIS0107,HISTÓRIA CONTEMPORÂNEA 2,559
HIS0110,HISTÓRIA SOCIAL E POLÍTICA GERAL,559
HIS0111,HISTÓRIA SOCIAL E POLÍTICA DO BRASIL,559
HIS0115,METODOLOGIA DA HISTÓRIA,559
HIS0126,HISTÓRIA DA AMÉRICA 3,559
HIS0129,HISTÓRIA DO BRASIL 4,559
HIS0138,HISTÓRIA MEDIEVAL 2,559
HIS0140,CULTURA BRASILEIRA,559
HIS0150,HISTÓRIA REGIONAL,559
HIS0167,TÓPICOS ESPECIAIS EM HISTÓRIA MODERNA 1,559
HIS0197,HISTÓRIA: NATUREZA E CULTURA,559
HIS0201,FUNDAMENTOS DO ENSINO DE HISTÓRIA,559
HIS0205,LABORATÓRIO DE ENSINO DE HISTÓRIA,559
HIS0210,PRÁTICA DE ENSINO DE HISTÓRIA 1,559
HIS0212,HISTORIOGRAFIA,559
HIS0250,HISTÓRIA ANTIGA 1,559
HIS0251,TEORIA DA HISTÓRIA,559
HIS0252,HISTÓRIA DA ÁFRICA,559
LIP0003,ESTÁGIO SUPERVISIONADO EM PORTUGUÊS 1,578
LIP0004,ESTÁGIO SUPERVISIONADO EM PORTUGUÊS 2,578
LIP0005,ESTÁGIO SUPERVISIONADO EM LÍNGUA PORTUGUESA E LITERATURA 1,578
LIP0006,ESTÁGIO SUPERVISIONADO EM LÍNGUA PORTUGUESA E LITERATURA 2,578
LIP0007,ESTÁGIO SUPERVISIONADO 1 EM PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA,578
LIP0008,ESTÁGIO SUPERVISIONADO 2 EM PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA,578
LIP0013,LÍNGUA DE SINAIS BRASILEIRA 2,578
LIP0014,LITERATURA DA LÍNGUA DE SINAIS BRASILEIRA,578
LIP0015,FONOLOGIA CONTRASTIVA LSB / PSL,578
LIP0016,BILINGUISMO E EDUCAÇÃO DE SURDO,578
LIP0017,LEITURA E PRODUÇÃO DE TEXTOS ESCRITOS EM PORTUGUES 2,578
LIP0021,LÍNGUA DE SINAIS BRASILEIRA 4,578
LIP0022,LEXICOGRAFIA E TERMINOLOGIA DA LS,578
LIP0023,LEITURA E PRODUÇÃO DE TEXTOS ESCRITOS EM PORTUGUÊS 4,578
LIP0024,POLÍTICAS LINGUÍSTICAS,578
LIP0025,INTRODUCAO A SEMANTICA,578
LIP0030,LABORATÓRIO DE LSB-PSL: VIDEOGRAFIA,578
LIP0031,LÍNGUA DE SINAIS ESCRITA,578
LIP0032,ESTÁGIO SUPERVISIONADO 1 BILINGUE,578
LIP0034,TRABALHO DE CONCLUSÃO DE CURSO LSB-PSL,578
LIP0035,ESTÁGIO SUPERVISIONADO 2 BILINGUE,578
LIP0045,INTRODUÇÃO À LINGUÍSTICA,578
LIP0050,FILOLOGIA ROMANICA 1,578
LIP0061,LATIM 1,578
LIP0063,LATIM 2,578
LIP0082,TÓPICOS ATUAIS EM LINGÜÍSTICA,578
LIP0085,OFICINA DE PRODUCAO DE TEXTOS,578
LIP0086,REDACAO OFICIAL,578
LIP0092,SEMINARIO DE PORTUGUES,578
LIP0094,SOCIOLINGUISTICA DO PORTUGUES DO BRASIL,578
LIP0095,INTRODUCAO A ANALISE DO DISCURSO,578
LIP0096,LEITURA E PRODUÇÃO DE TEXTOS,578
LIP0098,ESTUDO DAS GRAMÁTICAS DO PORTUGUÊS CONTEMPORÂNEO,578
LIP0099,FONETICA E FONOLOGIA DO PORTUGUES,578
LIP0100,MORFOLOGIA DO PORTUGUES,578
LIP0101,SINTAXE DO PORTUGUES CONTEMPORANEO 2,578
LIP0106,PROCESSOS DE LEITURA E ESCRITA,578
LIP0110,GREGO 2,578
LIP0113,GREGO 1,578
LIP0117,ESTAGIO SUPERVISIONADO,578
LIP0118,FONÉTICA E FONOLOGIA DO PORTUGUÊS COMO SEGUNDA LÍNGUA,578
LIP0119,FONÉTICA E FONOLOGIA COMPARADAS DE LÍNGUAS MODERNAS,578
LIP0120,"ABORDAGENS, MÉTODOS E TÉCNICAS DO ENSINO DE PBSL",578
LIP0121,FUNDAMENTOS DE AQUISIÇÃO DE PRIMEIRA E DE SEGUNDA LÍNGUA,578
LIP0122,POLÍTICA DO IDIOMA,578
LIP0123,SINTAXE DO PORTUGUÊS,578
LIP0124,INTRODUÇÃO AOS MULTIMEIOS,578
LIP0126,HISTÓRIA DA LÍNGUA PORTUGUESA E ENSINO DE PBSL,578
LIP0128,VARIAÇÃO LINGUÍSTICA NO BRASIL,578
LIP0129,"LEXICOLOGIA, SEMÂNTICA E PRAGMÁTICA CONTRASTIVAS",578
LIP0131,SINTAXE DO PORTUGUES CONTEMPORANEO 1,578
LIP0133,SINTAXE DO PORTUGUES CLASSICO,578
LIP0135,HISTORIA DA LINGUA PORTUGUESA,578
LIP0141,FONÉTICA E FONOLOGIA,578
LIP0142,MORFOLOGIA,578
LIP0143,FONETICA E FONOLOGIA DA LINGUA PORTUGUESA,578
LIP0145,MORFOSSINTAXE DA LÍNGUA PORTUGUESA,578
LIP0146,SINTAXE GERAL,578
LIP0147,SINTAXE DA LINGUA PORTUGUESA,578
LIP0148,LABORATORIO DE REDACAO PARA O ENSINO FUNDAMENTAL E MEDIO,578
LIP0149,PORTUGUES DIACRONICO,578
LIP0151,LABORATORIO DE GRAMATICA PARA O ENSINO FUNDAMENTAL E MEDIO,578
LIP0153,PORTUGUÊS INSTRUMENTAL 1,578
LIP0154,PRÁTICA DE TEXTOS,578
LIP0155,SOCIOLINGUISTICA DO PORTUGUES DO BRASIL,578
LIP0156,PROJETO DE CURSO,578
LIP0158,ESTAGIO SUPERVISIONADO EM LINGUA PORTUGUESA-LITERATURA 2,578
LIP0159,LINGUÍSTICA APLICADA AO ENSINO DE PSL,578
LIP0160,MORFOSSINTAXE CONTRASTIVA DE LÍNGUAS MODERNAS,578
LIP0161,LEXICOGRAFIA E ESTRATÉGIAS DE USO DE DICIONÁRIOS,578
LIP0163,TÓPICOS INTERCULTURAIS EM ENSINO DE PSL,578
LIP0164,LABORATÓRIO: ESTRATÉGIAS DE USO DA GRAMÁTICA,578
LIP0167,ESTÁGIO SUPERVISIONADO 2 EM PORTUGUÊS DO BRASIL COMO SEGUNDA LÍNGUA,578
LIP0169,PROJETO DE CURSO : ELABORAÇÃO DE MULTIMEIOS,578
LIP0174,LÍNGUA DE SINAIS BRASILEIRA,578
LIP0176,ESTUDOS HELÊNICOS 1,578
LET0002,PESQUISA EM TRADUÇÃO,574
LET0003,TRADUÇÃO DE TEXTOS LITERÁRIOS,574
LET0004,VERSÃO DE TEXTOS LITERÁRIOS,574
LET0005,ESTÁGIO SUPERVISIONADO DE TRADUÇÃO,574
LET0006,PRÁTICA DO ITALIANO ORAL E ESCRITO,574
LET0010,TÓPICOS ESPECIAIS EM ESTUDOS DE TRADUÇÃO 3,574
LET0011,ENSINO DE ESPANHOL COMO LÍNGUA ESTRANGEIRA,574
LET0012,ESTÁGIO SUPERVISIONADO EM INGLÊS 1,574
LET0013,ESTÁGIO SUPERVISIONADO EM INGLÊS 2,574
LET0018,TRABALHO DE CONCLUSÃO DE CURSO,574
LET0019,LÍNGUA NEERLANDESA (HOLANDÊS) 1,574
LET0020,LÍNGUA NEERLANDESA (HOLANDÊS) 2,574
LET0023,ESTÁGIO SUPERVISIONADO EM ESPANHOL 1,574
LET0025,ESTÁGIO SUPERVISIONADO EM ESPANHOL 2,574
LET0032,"GÊNERO, LÍNGUA E PODER",574
LET0034,TÓPICOS ESPECIAIS,574
LET0041,MORFOSSINTAXE DO INGLES 1,574
LET0043,ESTAGIO DE BACHAREL EM FRANCES,574
LET0046,LABORATORIO DE TEXTO 1,574
LET0048,LABORATORIO DE TEXTO 2,574
LET0050,PROJETO FINAL DO CURSO DE TRADUCAO,574
LET0052,TEORIA DA TRADUCAO 1,574
LET0054,TEORIA DA TRADUCAO 2,574
LET0055,CIVILIZACAO FRANCESA,574
LET0056,CIVILIZACAO DE EXPRESSAO FRANCESA,574
LET0058,CULTURA E INSTITUICOES BRITANICAS,574
LET0064,CULTURA E INSTITUICOES NORTE AMERICANAS,574
LET0071,LEITURA CRÍTICA DE TEXTOS PARA TRADUÇÃO,574
LET0072,PRATICA DO JAPONES ORAL E ESCRITO 1,574
LET0073,JAPONES 1,574
LET0074,JAPONES 2,574
LET0075,PRATICA DO JAPONES ORAL E ESCRITO 2,574
LET0084,LÍNGUA INGLESA 1,574
LET0085,LÍNGUA INGLESA 2,574
LET0086,LINGUA INGLESA 3,574
LET0087,LINGUA INGLESA 4,574
LET0088,LINGUA INGLESA 5,574
LET0093,ESTAGIO SUPERVISIONADO DE FRANCES 1,574
LET0096,ESTAGIO SUPERVISIONADO DE FRANCES 2,574
LET0101,LÍNGUA ALEMÃ 1,574
LET0102,LINGUA ALEMA 2,574
LET0103,LINGUA ALEMA 3,574
LET0106,LINGUA JAPONESA 1,574
LET0107,LÍNGUA JAPONESA 2,574
LET0111,TRADUCAO COMENTADA,574
LET0115,PRATICA DE TRADUCAO PORTUGUES/FRANCES | TEXTOS GERAIS,574
LET0118,LÍNGUA ESPANHOLA 1,574
LET0120,LÍNGUA ESPANHOLA 2,574
LET0122,LÍNGUA ESPANHOLA 3,574
LET0124,LÍNGUA ESPANHOLA 4,574
LET0125,LÍNGUA ESPANHOLA 5,574
LET0126,LÍNGUA ESPANHOLA 6,574
LET0130,PRATICA DE TRADUCAO PORTUGUES-FRANCES : TEXTOS JURIDICOS,574
LET0134,PRATICA DE TRADUCAO PORTUGUES-FRANCES : TEXTOS ECONOMICOS,574
LET0138,PRATICA DE TRADUCAO PORTUGUES-FRANCES : TEXTOS TECNICOS E CIENTIFICOS,574
LET0142,PRATICA DE TRADUCAO PORTUGUES-FRANCES : TEXTOS LITERARIOS,574
LET0162,INGLÊS INSTRUMENTAL 2,574
LET0165,LÍNGUA ESPANHOLA 7,574
LET0174,PRÁTICA DE TRADUÇÃO INGLES/PORTUGUES: TEXTOS GERAIS,574
LET0178,PRATICA DE TRADUCAO INGLES/PORTUGUES : TEXTOS JURIDICOS,574
LET0182,PRATICA DE TRADUCAO INGLES/PORTUGUES : TEXTOS ECONOMICOS,574
LET0186,PRÁTICA DE TRADUÇÃO INGLES/PORTUGUES: TEXTOS TÉCNICOS E CIENTÍFICOS,574
LET0190,PRATICA DE TRADUCAO INGLES/PORTUGUES : TEXTOS LITERARIOS,574
LET0194,PRATICA DE TRADUCAO PORTUGUES/INGLES : TEXTOS GERAIS,574
LET0198,PRATICA DE TRADUCAO PORTUGUES/INGLES : TEXTOS JURIDICOS,574
LET0202,PRATICA DE TRADUCAO PORTUGUES/INGLES : TEXTOS ECONOMICOS,574
LET0206,PRATICA DE TRADUCAO PORTUGUES/INGLES : TEXTOS TECNICOS E CIENTIFICOS,574
LET0210,PRATICA DE TRADUCAO PORTUGUES/INGLES : TEXTOS LITERARIOS,574
LET0214,PRATICA DE TRADUCAO FRANCES/PORTUGUES : TEXTOS GERAIS,574
LET0218,PRATICA DE TRADUCAO FRANCES/PORTUGUES : TEXTOS JURIDICOS,574
LET0222,PRATICA DE TRADUCAO FRANCES/PORTUGUES : TEXTOS ECONOMICOS,574
LET0226,PRATICA DE TRADUCAO FRANCES/PORTUGUES : TEXTOS TECNICOS E CIENTIFICOS,574
LET0230,PRATICA DE TRADUCAO FRANCES/PORTUGUES : TEXTOS LITERARIOS,574
LET0234,ESTAGIO SUPERVISIONADO DE TRADUCAO-INGLES,574
LET0236,ESTAGIO SUPERVISIONADO DE TRADUCAO-FRANCES,574
LET0239,PORTUGUÊS PARA ESTRANGEIROS 1,574
LET0242,PORTUGUÊS PARA ESTRANGEIROS 2,574
LET0245,INGLES: EXPRESSAO ORAL 1,574
LET0247,INGLES: EXPRESSAO ORAL 2,574
LET0249,INGLES: EXPRESSAO ORAL 3,574
LET0252,INGLÊS: COMPREENSÃO DE TEXTOS ESCRITOS 1,574
LET0254,INGLÊS: COMPREENSÃO DE TEXTOS ESCRITOS 2,574
LET0256,INGLES: EXPRESSAO ESCRITA 3,574
LET0257,INGLES: EXPRESSAO ESCRITA 4,574
LET0260,INGLES: EXPRESSAO ESCRITA 2,574
LET0262,INGLES: EXPRESSAO ESCRITA 1,574
LET0263,METODOLOGIA DO ENSINO DE LINGUA ESTRANGEIRA MODERNA,574
LET0264,ESTAGIO SUPERVISIONADO EM INGLES,574
LET0290,FRANCES-TRADUCAO DE TEXTOS ATIPICOS,574
LET0293,ANALISE CRITICA DE TRADUCOES FRANCES,574
LET0305,TEORIA E PRÁTICA DO ESPANHOL ORAL E ESCRITO 1,574
LET0306,TEORIA E PRÁTICA DO ESPANHOL ORAL E ESCRITO 2,574
LET0307,CIVILIZAÇÃO ESPANHOLA,574
LET0310,HISTORIA DA LINGUA INGLESA,574
LET0311,FONETICA E FONOLOGIA DO INGLES,574
LET0312,INTRODUÇÃO À MORFOSSINTAXE DO INGLÊS,574
LET0315,HISTORIA DA LINGUA FRANCESA,574
LET0317,FONETICA E FONOLOGIA DO FRANCES,574
LET0320,MORFOSSINTAXE DO FRANCES,574
LET0322,ANALISE E PRODUCAO DE TEXTOS EM FRANCES,574
LET0323,PRATICA DO FRANCES ORAL E ESCRITO 4,574
LET0324,PRÁTICA DO FRANCÊS ORAL E ESCRITO 3,574
LET0325,PRÁTICA DO FRANCÊS ORAL E ESCRITO 2,574
LET0326,PRATICA DO FRANCES ORAL E ESCRITO 1,574
LET0331,INGLÊS INSTRUMENTAL 1,574
LET0334,INGLÊS: COMPREENSÃO DA LÍNGUA ORAL 1,574
LET0337,LINGUA ITALIANA 1,574
LET0338,LINGUA ITALIANA 2,574
LET0340,CIVILIZACAO HISPANO-AMERICANA,574
LET0344,HISTORIA DA LINGUA ESPANHOLA,574
LET0345,GRAMATICA COMPARADA ESPANHOL-PORTUGUES,574
LET0346,ESPANHOL PENINSULAR E ESPANHOL DE AMERICA,574
LET0347,USOS ESPECIALIZADOS DO ESPANHOL,574
LET0348,TEORIA E PRÁTICA DO ESPANHOL ORAL E ESCRITO 3,574
LET0351,METODOLOGIAS DE ANALISES DE TEXTOS EM ESPANHOL,574
LET0355,METODOS DE ENSINO DO ESPANHOL COMO SEGUNDA LÍNGUA,574
LET0356,GRAMATICA DA LINGUA ESPANHOLA,574
LET0360,JAPONES 3,574
LET0361,PRATICA DO JAPONES ORAL E ESCRITO 3,574
LET0362,SOCIEDADE JAPONESA CONTEMPORANEA,574
LET0363,JAPONES 4,574
LET0364,JAPONES 5,574
LET0365,PRATICA DO JAPONES ORAL E ESCRITO 4,574
LET0366,JAPONES 6,574
LET0367,JAPONES 7,574
LET0368,METODOLOGIA DE ENSINO DE LÍNGUA JAPONESA,574
LET0369,LABORATÓRIO DE LÍNGUA JAPONESA,574
LET0371,ESTÁGIO SUPERVISIONADO DE JAPONÊS 1,574
LET0373,TRABALHO DE CONCLUSÃO DE CURSO,574
LET0375,ESTÁGIO SUPERVISIONADO EM JAPONÊS 2,574
LET0376,LINGUA CHINESA 1,574
LET0377,LÍNGUA CHINESA 2,574
LET0378,LINGUA CHINESA 3,574
LET0379,LINGUA ITALIANA 3,574
LET0407,FUNDAMENTOS DA LÍNGUÍSTICA APLICADA,574
LET0408,LINGÜÍSTICA APLICADA NA FORMAÇÃO DO PROFESSOR DE LÍNGUA,574
LET0410,PESQUISA EM LINGÜÍSTICA APLICADA,574
LET0414,INTRODUÇÃO A TRADUÇÃO,574
LET0415,REVISÃO PARA TRADUÇÃO,574
LET0416,TRADUÇÃO DE TEXTOS GERAIS 1,574
LET0420,FONÉTICA E FONOLOGIA DA LÍNGUA ESPANHOLA,574
LET0421,TRADUÇÃO DE TEXTOS GERAIS 2,574
LET0422,VERSÃO DE TEXTOS GERAIS,574
LET0423,FUNDAMENTOS DA SOCIEDADE DA INFORMAÇÃO,574
LET0424,TEORIA E PRÁTICA DO ESPANHOL ORAL E ESCRITO 4,574
LET0425,MULTILINGUISMO NO CIBERESPAÇO,574
LET0426,TRADUÇÃO DE TEXTOS ECONÔMICOS,574
LET0427,VERSÃO DE TEXTOS ECONÔMICOS,574
LET0429,TRADUÇÃO DE TEXTOS TÉCNICOS E CIENTÍFICOS,574
LET0430,VERSÃO DE TEXTOS TÉCNICOS E CIENTÍFICOS,574
LET0431,FRANCÊS 1,574
LET0432,FRANCÊS 2,574
LET0436,TRADUÇÃO DE TEXTOS JURIDICOS,574
LET0437,VERSÃO DE TEXTOS JURÍDICOS,574
LET0440,LÍNGUA E PROGRAMAÇÃO,574
LET0441,ESTÁGIO SUPERVISIONADO DE LÍNGUAS ESTRANGEIRAS APLICADAS,574
LET0442,MODALIDADES DE TRADUÇÃO AUDIOVISUAL,574
LET0443,"LÍNGUAS, LÉXICO E TERMINOLOGIA 2",574
LET0445,TRABALHO DE CONCLUSÃO DE CURSO,574
LET0446,LÍNGUA ESPANHOLA 8,574
LET0538,SOCIOLINGUÍSTICA APLICADA AO INGLÊS,574
LET0554,TRABALHO DE CONCLUSÃO DE CURSO: INGLÊS,574
LET0555,INGLÊS: LABORATÓRIO DE ENSINO 1 (METODOLOGIA),574
LET0556,INGLÊS: LABORATÓRIO DE ENSINO 2 ( MATERIAL DIDÁTICO),574
LET0557,INGLÊS: LABORATÓRIO DE ENSINO 3 (AVALIAÇÃO),574
MUS0003,INTRODUÇÃO À PESQUISA EM MÚSICA,495
MUS0008,INSTRUMENTO PRINCIPAL OBOÉ 1,495
MUS0009,INSTRUMENTO PRINCIPAL OBOÉ 2,495
MUS0012,INSTRUMENTO PRINCIPAL VIOLINO 1,495
MUS0013,INSTRUMENTO PRINCIPAL VIOLINO 2,495
MUS0017,HARMONIA NA MÚSICA POPULAR 1,495
MUS0023,MÚSICA DE TRADIÇÃO ORAL PERFORMÁTICA,495
MUS0027,INSTRUMENTO PRINCIPAL PIANO POPULAR 1,495
MUS0033,INSTRUMENTO PRINCIPAL PIANO POPULAR 3,495
MUS0059,INSTRUMENTO PRINCIPAL CANTO 2,495
MUS0062,INSTRUMENTO PRINCIPAL PIANO 1,495
MUS0063,INSTRUMENTO PRINCIPAL PIANO 2,495
MUS0064,INSTRUMENTO PRINCIPAL PIANO 3,495
MUS0066,INSTRUMENTO PRINCIPAL TROMPETE 1,495
MUS0067,INSTRUMENTO PRINCIPAL TROMPETE 2,495
MUS0068,INSTRUMENTO PRINCIPAL TROMPETE 3,495
MUS0079,TRILHA SONORA PARA JOGOS,495
MUS0081,INSTRUMENTO PRINCIPAL GUITARRA 5,495
MUS0086,LABORATÓRIO DE PERFORMANCE,495
MUS0087,LABORATÓRIO DE MÚSICA E TECNOLOGIA,495
MUS0097,LINGUAGEM E ESTRUTURACAO MUSICAL 1,495
MUS0098,LINGUAGEM E ESTRUTURACAO MUSICAL 2,495
MUS0099,LINGUAGEM E ESTRUTURACAO MUSICAL 3,495
MUS0100,LINGUAGEM E ESTRUTURACAO MUSICAL 4,495
MUS0104,HARMONIA SUPERIOR 2,495
MUS0106,CONTRAPONTO E FUGA 1,495
MUS0112,TEORIAS CONTEMPORANEAS DA MUSICA 1,495
MUS0124,INSTRUMENTACAO E ORQUESTRACAO 2,495
MUS0129,MÚSICA DE CÂMARA 1,495
MUS0133,MUSICA DE CAMARA 2,495
MUS0136,MUSICA DE CAMARA 3,495
MUS0139,CANTO CORAL 1,495
MUS0142,CANTO CORAL 2,495
MUS0145,CANTO CORAL 3,495
MUS0148,PIANO SUPLEMENTAR 1,495
MUS0151,PIANO SUPLEMENTAR 2,495
MUS0153,TEORIA E PRÁTICA DE GRAVAÇÃO 1,495
MUS0158,COMPOSICAO MUSICAL 1,495
MUS0161,COMPOSICAO MUSICAL 2,495
MUS0164,COMPOSICAO MUSICAL 3,495
MUS0166,COMPOSICAO MUSICAL 4,495
MUS0169,COMPOSICAO MUSICAL 5,495
MUS0172,COMPOSICAO MUSICAL 6,495
MUS0175,COMPOSICAO MUSICAL 7,495
MUS0184,REGENCIA 1,495
MUS0186,REGENCIA 2,495
MUS0188,REGENCIA 3,495
MUS0200,REGENCIA 7,495
MUS0206,INTRODUCAO A MUSICOLOGIA,495
MUS0215,INSTRUMENTO SUPLEMENTAR 1,495
MUS0218,CANTO 1,495
MUS0220,CANTO 2,495
MUS0223,CANTO 3,495
MUS0226,CANTO 4,495
MUS0229,CANTO 5,495
MUS0231,CANTO 6,495
MUS0236,MUSICA E SOCIEDADE 1,495
MUS0239,TECNICA DE EXPRESSAO VOCAL 1,495
MUS0254,ACUSTICA MUSICAL 1,495
MUS0259,MÚSICA DE CÂMARA 4,495
MUS0262,ESTÁGIO SUPERVISIONADO EM MÚSICA 1,495
MUS0271,INTRODUCAO AO VIOLINO 1,495
MUS0273,INTRODUCAO AO VIOLINO 2,495
MUS0279,VIOLINO 2,495
MUS0281,VIOLINO 3,495
MUS0283,VIOLINO 4,495
MUS0286,VIOLINO 5,495
MUS0298,INTRODUCAO A VIOLA 1,495
MUS0306,VIOLA 1,495
MUS0315,VIOLA 5,495
MUS0317,VIOLA 6,495
MUS0324,INTRODUCAO AO VIOLONCELO 1,495
MUS0326,INTRODUCAO AO VIOLONCELO 2,495
MUS0330,VIOLONCELO 2,495
MUS0332,VIOLONCELO 3,495
MUS0343,VIOLONCELO 7,495
MUS0369,INTRODUCAO AO OBOE 1,495
MUS0385,OBOE 6,495
MUS0420,FAGOTE 1,495
MUS0446,FLAUTA 1,495
MUS0448,FLAUTA 2,495
MUS0460,FLAUTA 7,495
MUS0475,PIANO 1,495
MUS0477,PIANO 2,495
MUS0481,PIANO 4,495
MUS0486,PIANO 6,495
MUS0488,PIANO 7,495
MUS0499,PRATICA DE CONJUNTO 1,495
MUS0503,PRATICA DE CONJUNTO 2,495
MUS0506,PRATICA DE CONJUNTO 3,495
MUS0509,PRATICA DE CONJUNTO 4,495
MUS0512,PRÁTICA DE CONJUNTO 5,495
MUS0515,PRÁTICA DE CONJUNTO 6,495
MUS0531,TROMPETE 6,495
MUS0536,TROMPETE 8,495
MUS0540,INTRODUCAO AO CONTRABAIXO 1,495
MUS0545,CONTRABAIXO 1,495
MUS0547,CONTRABAIXO 2,495
MUS0562,INTRODUCAO AO SAXOFONE 1,495
MUS0564,INTRODUCAO AO SAXOFONE 2,495
MUS0568,SAXOFONE 1,495
MUS0570,SAXOFONE 2,495
MUS0572,SAXOFONE 3,495
MUS0580,SAXOFONE 6,495
MUS0583,SAXOFONE 7,495
MUS0612,PRATICA DE ORQUESTRA 1,495
MUS0615,PRATICA DE ORQUESTRA 2,495
MUS0618,PRATICA DE ORQUESTRA 3,495
MUS0621,PRATICA DE ORQUESTRA 4,495
MUS0624,PRATICA DE ORQUESTRA 5,495
MUS0627,PRATICA DE ORQUESTRA 6,495
MUS0633,ANALISE MUSICAL 2,495
MUS0638,MUSICA DE CAMARA 5,495
MUS0646,LITERATURA PIANISTICA,495
MUS0648,INTRODUCAO AO CANTO 1,495
MUS0653,PIANO SUPLEMENTAR 3,495
MUS0656,PIANO SUPLEMENTAR 4,495
MUS0660,PRATICA DE ACOMPANHAMENTO 2,495
MUS0716,INTRODUÇÃO À FLAUTA DOCE 1,495
MUS0718,INTRODUÇÃO A FLAUTA DOCE 2,495
MUS0721,TÓPICOS DE APLICAÇÃO DE TECNOLOGIA À COMPOSIÇÃO MUSICAL,495
MUS0729,HISTÓRIA DA MÚSICA 1,495
MUS0730,HISTÓRIA DA MÚSICA 2,495
MUS0731,INSTRUMENTO  PRINCIPAL PERCUSSÃO 1,495
MUS0735,"ELEMENTOS DE LINGUAGEM,ESTETICA E HISTORIA DA ARTE 3",495
MUS0738,ESTÁGIO SUPERVISIONADO EM MÚSICA 2,495
MUS0743,ÓPERA,495
MUS0744,ÓPERA,495
MUS0745,FUNDAMENTOS DA TÉCNICA VOCAL/INSTRUMENTAL 1,495
MUS0748,FUNDAMENTOS DA TÉCNICA VOCAL/INSTRUMENTAL 4,495
MUS0749,SEMINÁRIO EM EDUCAÇÃO MUSICAL 2,495
MUS0750,SEMINÁRIO EM EDUCAÇÃO MUSICAL 1,495
MUS0751,PRÁTICA DE ENSINO E APRENDIZAGEM MUSICAL 2,495
MUS0753,PRÁTICA DE ENSINO E APRENDIZAGEM MUSICAL 1,495
MUS0758,PRÁTICA DE ENSINO E APRENDIZAGEM MUSICAL 3,495
MUS0761,HISTÓRIA DA MÚSICA 3,495
MUS0762,HISTÓRIA DA MÚSICA 4,495
MUS0763,LABORATÓRIO ORQUESTRAL 1,495
MUS0765,INSTRUMENTO SUPLEMENTAR VIOLÃO 1,495
MUS0766,INSTRUMENTO PRINCIPAL VIOLÃO 1,495
MUS0768,INSTRUMENTO PRINCIPAL CONTRABAIXO ELÉTRICO 1,495
MUS0769,INSTRUMENTO PRINCIPAL GUITARRA 1,495
MUS0770,INSTRUMENTO SUPLEMENTAR PERCUSSÃO 1,495
MUS0772,INSTRUMENTO SUPLEMENTAR VIOLÃO 2,495
MUS0775,INSTRUMENTO PRINCIPAL PERCUSSÃO 2,495
MUS0776,CANTO CORAL 4,495
MUS0778,CANTO CORAL 6,495
MUS0779,INSTRUMENTO SUPLEMENTAR CANTO POPULAR 1,495
MUS0784,INSTRUMENTO PRINCIPAL VIOLÃO 3,495
MUS0785,INSTRUMENTO PRINCIPAL PERCUSSÃO 3,495
MUS0786,INSTRUMENTO SUPLEMENTAR PERCUSSÃO 2,495
MUS0787,ESTÁGIO SUPERVISIONADO EM MÚSICA 3,495
MUS0788,PROJETO DE ESTÁGIO E PRÁTICA DOCENTE,495
MUS0791,INSTRUMENTO PRINCIPAL GUITARRA 2,495
MUS0792,INSTRUMENTO PRINCIPAL GUITARRA 3,495
MUS0803,INSTRUMENTO SUPLEMENTAR CANTO POPULAR 2,495
MUS0804,HISTÓRIA DA MÚSICA BRASILEIRA 1,495
MUS0813,SEMINÁRIO EM EDUCAÇÃO MUSICAL 3,495
MUS0814,SEMINÁRIO EM EDUCAÇÃO MUSICAL 4,495
MUS0815,SEMINÁRIO EM EDUCAÇÃO MUSICAL 5,495
MUS0816,SEMINÁRIO EM EDUCAÇÃO MUSICAL 6,495
MUS0820,INSTRUMENTO PRINCIPAL VIOLÃO 5,495
MUS0828,INSTRUMENTO PRINCIPAL 1,495
MUS0829,ESTÁGIO SUPERVISIONADO EM MÚSICA 1,495
MUS0830,ESTÁGIO SUPERVISIONADO EM MÚSICA 2,495
MUS0831,INSTRUMENTO PRINCIPAL 2,495
MUS0833,INSTRUMENTO PRINCIPAL 3,495
MUS0834,ESTÁGIO SUPERVISIONADO EM MÚSICA 3,495
MUS0835,INSTRUMENTO PRINCIPAL 4,495
MUS1052,PRÁTICAS MUSICAIS COLETIVAS 3,495
NUT0001,FUNDAMENTOS EM ALIMENTAÇÃO E NUTRIÇÃO,424
NUT0002,INTEGRADORA 1,424
NUT0003,INTEGRADORA 2,424
NUT0004,INTEGRADORA 3,424
NUT0005,INTEGRADORA 4,424
NUT0007,NUTRIÇÃO NAS FASES DA VIDA,424
NUT0008,MARCADORES CLÍNICOS E BIOQUÍMICOS DO ESTADO NUTRICIONAL,424
NUT0009,EPIDEMIOLOGIA NUTRICIONAL,424
NUT0010,TERAPIA NUTRICIONAL,424
NUT0011,OFICINA DE EDUCAÇÃO ALIMENTAR E NUTRICIONAL,424
NUT0014,SEMINARIO AVANCADO 1,424
NUT0028,EDUCAÇÃO ALIMENTAR E NUTRICIONAL,424
NUT0032,NUTRIÇÃO EM SAÚDE COLETIVA,424
NUT0041,TECNICA DIETETICA 2,424
NUT0049,FUNDAMENTOS DE ANALISE DE ALIMENTOS,424
NUT0054,NUTRICAO HUMANA 1,424
NUT0055,NUTRICAO HUMANA 2,424
