turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_depto
03,2023.1,GREGORIO LUIS SILVA ARAUJO (30h),4M12,11,10,SG-12/LAB DE GEOTECNIA,ENC0240,437
04,2023.1,ANDREA CARDONA PÉREZ (30h),4M34,10,10,SG-12/LAB DE GEOTECNIA,ENC0240,437
05,2023.1,ANDREA CARDONA PÉREZ (30h),2M34,9,10,SG-12/LAB DE GEOTECNIA,ENC0240,437
06,2023.1,JUAN FELIX RODRIGUEZ REBOLLEDO (30h),2T45,5,10,SG-12/LAB DE GEOTECNIA,ENC0240,437
07,2023.1,MICHELE DAL TOE CASAGRANDE (30h),4T45,10,10,SG-12/LAB DE GEOTECNIA,ENC0240,437
01,2023.1,EDUARDO MONTOYA BOTERO (60h),24M34,20,30,SG-12/AT-26/14,ENC0241,437
02,2023.1,RAFAEL CERQUEIRA SILVA (60h),35M12,26,30,FT/ENC/CT-16/15,ENC0241,437
03,2023.1,ANDREA CARDONA PÉREZ (60h),35M34,14,30,"Prédio da Eng. Florestal - 1º andar, sala A2",ENC0241,437
01,2023.1,GILBERTO GOMES (30h),2M12,43,45,FT/ENC/CT-52/15,ENC0246,437
01,2023.1,Leonardo Zandonadi Moura (60h),35M34,12,30,FT/ENC/CT-25/15,ENC0251,437
02,2023.1,ARTHUR TAVARES SCHLEICHER (60h),35M12,24,30,FT/ENC/CT-25/15,ENC0251,437
01,2023.1,Leonardo Zandonadi Moura (30h),4T45,6,6,FT/BL F/LAB DE HIDRÁULICA,ENC0252,437
02,2023.1,ARTHUR TAVARES SCHLEICHER (30h),2M34,10,6,FT/BL F/LAB DE HIDRÁULICA,ENC0252,437
03,2023.1,ARTHUR TAVARES SCHLEICHER (30h),2M12,7,7,FT/BL F/LAB DE HIDRÁULICA,ENC0252,437
04,2023.1,Leonardo Zandonadi Moura (30h),4T23,5,6,FT/BL F/LAB DE HIDRÁULICA,ENC0252,437
01,2023.1,VALDIRENE MARIA SILVA CAPUZZO (60h),35M34,33,40,SG-12/LEM,ENC0254,437
01,2023.1,JOAO HENRIQUE DA SILVA REGO (30h),5M12,15,22,SG-12/LEM,ENC0255,437
02,2023.1,VALDIRENE MARIA SILVA CAPUZZO (30h),3M12,20,22,SG-12/LEM,ENC0255,437
01,2023.1,YOVANKA PEREZ GINORIS (30h),4T23,42,42,FT/ENC/CT-43/15,ENC0263,437
01,2023.1,JOSE MATSUO SHIMOISHI (60h),35T45,2,40,FT/ENC/CT-52/15,ENC0264,437
01,2023.1,CARLOS HENRIQUE RIBEIRO LIMA (60h),24M12,11,40,SG-12/AT-42/15,ENC0266,437
01,2023.1,ELEUDO ESTEVES DE ARAUJO SILVA JUNIOR (60h),35T45,15,36,ULEG/SALA 01,ENC0267,437
01,2023.1,CLAUDIO HENRIQUE DE ALMEIDA FEITOSA PEREIRA (30h),35T23,30,45,FT/ENC/AUDITÓRIO,ENC0268,437
01,2023.1,JOAO HENRIQUE DA SILVA REGO (30h),35T23,30,45,FT/ENC/AUDITÓRIO,ENC0268,437
01,2023.1,RAQUEL MORAES SOARES (30h),2T23,25,40,FT/ENC/CT-34/15,ENC0269,437
01,2023.1,RAQUEL MORAES SOARES (30h),3T23,9,10,SG-12/LSA,ENC0270,437
02,2023.1,RAQUEL MORAES SOARES (30h),3M34,9,10,SG-12/LSA,ENC0270,437
03,2023.1,RAQUEL MORAES SOARES (30h),3T45,9,10,SG-12/LSA,ENC0270,437
01,2023.1,JESSICA SIQUEIRA DE SOUZA (30h),3N34,27,40,SG-12/AT-42/15,ENC0271,437
01,2023.1,ARIUSKA KARLA BARBOSA AMORIM (30h),4T23,28,40,FT/ENC/CT-34/15,ENC0272,437
01,2023.1,YOVANKA PEREZ GINORIS (15h),5T23,10,10,SG-12/LSA,ENC0273,437
01,2023.1,CRISTINA CELIA SILVEIRA BRANDAO (15h),5T23,10,10,SG-12/LSA,ENC0273,437
02,2023.1,CRISTINA CELIA SILVEIRA BRANDAO (15h),5M12,8,10,SG-12/LSA,ENC0273,437
02,2023.1,YOVANKA PEREZ GINORIS (15h),5M12,8,10,SG-12/LSA,ENC0273,437
03,2023.1,CRISTINA CELIA SILVEIRA BRANDAO (15h),5M34,9,10,SG-12/LSA,ENC0273,437
03,2023.1,YOVANKA PEREZ GINORIS (15h),5M34,9,10,SG-12/LSA,ENC0273,437
01,2023.1,CARLOS HENRIQUE RIBEIRO LIMA (60h),24T23,25,40,SG-12/AT-42/15,ENC0274,437
01,2023.1,RAUL DARIO DURAND FARFAN (90h),356M34,14,30,FT/ENC/CT-34/15 E ULEG SALA 03,ENC0275,437
01,2023.1,JESSICA SIQUEIRA DE SOUZA (30h),5N12,19,20,SG-12/LEM,ENC0276,437
02,2023.1,JESSICA SIQUEIRA DE SOUZA (30h),5N34,2,10,SG-12/LEM,ENC0276,437
01,2023.1,JESSICA SIQUEIRA DE SOUZA (30h),3N12,18,40,SG-12/AT-42/15,ENC0277,437
01,2023.1,FRANCISCO JAVIER CONTRERAS PINEDA (30h),4T45,1,30,FT/ENC/CT-75/15,ENC0281,437
01,2023.1,CONCEICAO DE MARIA ALBUQUERQUE ALVES (30h),4M12,6,30,FT/ENC/CT-52/15,ENC0282,437
01,2023.1,SERGIO RONALDO GRANEMANN (30h),4N12,19,25,ENM 25/15,EPR0001,760
02,2023.1,SERGIO RONALDO GRANEMANN (30h),4N34,20,25,ENM 25/15,EPR0001,760
03,2023.1,CLOVIS NEUMANN (30h),4N12,0,1,ENM 25/15,EPR0001,760
04,2023.1,CLOVIS NEUMANN (30h),4N34,0,1,ENM 25/15,EPR0001,760
01,2023.1,MARTHA MARIA VERAS OLIVEIRA CAVALCANTE RODRIGUES (30h),2N1234,50,51,ULEG - Sala 5,EPR0002,760
01,2023.1,CLOVIS NEUMANN (30h),2N1234,50,51,ULEG - Sala 5,EPR0002,760
01,2023.1,REINALDO CRISPINIANO GARCIA (60h),35N12,38,50,ENM 52/15,EPR0004,760
01,2023.1,JOAO CARLOS FELIX SOUZA (60h),24N34,19,40,ENM 16/15,EPR0005,760
01,2023.1,PAULO CELSO DOS REIS GOMES (60h),35N34,45,50,ENM 11/15,EPR0006,760
01,2023.1,SIMONE BORGES SIMAO (30h),3N34,37,50,ULEG - Metodologias Ativas,EPR0007,760
01,2023.1,ANDREA CRISTINA DOS SANTOS (30h),2N34,22,25,ULEG - Metodologias Ativas,EPR0008,760
02,2023.1,ANDREA CRISTINA DOS SANTOS (30h),4N34,11,25,ULEG - Metodologias Ativas,EPR0008,760
01,2023.1,ANNIBAL AFFONSO NETO (30h),3N34,30,40,DT 43/15 (ENM),EPR0009,760
01,2023.1,MARIA GABRIELA MENDONCA PEIXOTO (60h),35N12,38,40,Terça:ENM 16/15/Quinta:ULEG - Sala 4,EPR0012,760
01,2023.1,ANDREA CRISTINA DOS SANTOS (60h),24N12,33,50,ULEG - Metodologias Ativas,EPR0013,760
01,2023.1,ANDRE LUIZ MARQUES SERRANO (60h),24N34,21,30,ENM 34/15,EPR0014,760
01,2023.1,ARI MELO MARIANO (60h),3N1234,34,50,ENM 34/15,EPR0019,760
01,2023.1,MARCIA TEREZINHA LONGEN ZINDEL (60h),3N1234,27,40,DT - 25/15 (ENM),EPR0021,760
01,2023.1,ANDRE LUIZ MARQUES SERRANO (60h),24N12,21,30,ENM 34/15,EPR0022,760
01,2023.1,MARIA GABRIELA MENDONCA PEIXOTO (60h),35N34,24,30,Terça:ENM 43/15/Quinta:ULEG - Sala 4,EPR0029,760
01,2023.1,SIMONE BORGES SIMAO (60h),35N12,36,40,ULEG - Metodologias Ativas,EPR0030,760
01,2023.1,SANDERSON CESAR MACEDO BARBALHO (60h),2N1234,22,22,ENM 11/15,EPR0035,760
01,2023.1,ARI MELO MARIANO (30h),4N12,16,50,ENM 11/15,EPR0039,760
01,2023.1,CLOVIS NEUMANN (30h),4T45,11,30,ENC 16/15,EPR0049,760
01,2023.1,SIMONE BORGES SIMAO (30h),5N34,16,16,ULEG - Metodologias Ativas,EPR0051,760
02,2023.1,EDGARD COSTA OLIVEIRA (30h),5N34,15,16,ULEG - Metodologias Ativas,EPR0051,760
01,2023.1,PAULO CELSO DOS REIS GOMES (15h),6N34,65,70,ENM 11/15,EPR0056,760
01,2023.1,JOAO MELLO DA SILVA (15h),6N34,65,70,ENM 11/15,EPR0056,760
01,2023.1,PAULO CELSO DOS REIS GOMES (30h),3T23,38,150,Sala A1-28/11 SG11,EPR0059,760
02,2023.1,PAULO CELSO DOS REIS GOMES (30h),6M12,134,150,Auditório FTD,EPR0059,760
01,2023.1,ARI MELO MARIANO (30h),4N34,50,50,ENM 11/15,EPR0061,760
01,2023.1,JOAO CARLOS FELIX SOUZA (60h),24N12,50,50,ENM 16/15,EPR0064,760
01,2023.1,ANNIBAL AFFONSO NETO (60h),6N1234,30,40,ENM 43/15,EPR0065,760
01,2023.1,REINALDO CRISPINIANO GARCIA (90h),235N34,48,50,ENM 52/15,EPR0066,760
01,2023.1,RENATA CONCIANI NUNES (60h),5T2345,48,70,EFL Sala 1 2º andar,EPR0068,760
02,2023.1,RENATA CONCIANI NUNES (60h),2T2345,67,70,EFL Sala 5 2º andar,EPR0068,760
03,2023.1,SANDERSON CESAR MACEDO BARBALHO (30h),46T45,64,70,EFL Sala 5 2º andar,EPR0068,760
03,2023.1,Aline Machado Lourenço                                       (15h),46T45,64,70,EFL Sala 5 2º andar,EPR0068,760
03,2023.1,Mariannys Rodriguez Gasca (15h),46T45,64,70,EFL Sala 5 2º andar,EPR0068,760
01,2023.1,SANDERSON CESAR MACEDO BARBALHO (30h),5N12,45,46,ENM 25/15,EPR0069,760
01,2023.1,PAULO CELSO DOS REIS GOMES (15h),2N34,44,50,ENM 25/15,EPR0071,760
01,2023.1,JOAO MELLO DA SILVA (15h),2N34,44,50,ENM 25/15,EPR0071,760
01,2023.1,EDGARD COSTA OLIVEIRA (60h),35N12,36,50,ULEG - Sala 1,EPR0072,760
01,2023.1,EDGARD COSTA OLIVEIRA (30h),3N34,36,40,ULEG - Sala 5,EPR0073,760
01,2023.1,MARCIA TEREZINHA LONGEN ZINDEL (30h),5N34,6,30,ENM 25/15,EPR0074,760
02,2023.1,CARLOS MAURÍCIO DE BORGES MELLO (30h),5N34,2,5,A definir,EPR0074,760
01,2023.1,MARCIA TEREZINHA LONGEN ZINDEL (30h),5N12,50,50,ENM 11/15,EPR0076,760
02,2023.1,MARTHA MARIA VERAS OLIVEIRA CAVALCANTE RODRIGUES (30h),5N12,34,36,ULEG - Sala 5,EPR0076,760
01,2023.1,MARTHA MARIA VERAS OLIVEIRA CAVALCANTE RODRIGUES (60h),4N1234,40,40,ULEG - Sala 5,EPR0077,760
01,2023.1,FERNANDO CARDOSO MELO (60h),24T23,29,40,FT BT-52/15,ENE0001,443
02,2023.1,FRANCISCO DAMASCENO FREITAS (60h),35M12,38,40,FT BT-52/15,ENE0001,443
03,2023.1,RAFAEL AMARAL SHAYANI (60h),35M34,26,40,FT BT-34/15,ENE0001,443
01,2023.1,ALCIDES LEANDRO DA SILVA (30h),2T23,16,16,ULEG FT - Lab. de Instalações Elétricas,ENE0002,443
02,2023.1,ALCIDES LEANDRO DA SILVA (30h),2T45,14,16,ULEG FT - Lab. de Instalações Elétricas,ENE0002,443
03,2023.1,ALCIDES LEANDRO DA SILVA (30h),3T23,12,16,ULEG FT - Lab. de Instalações Elétricas,ENE0002,443
04,2023.1,ALCIDES LEANDRO DA SILVA (30h),3T45,14,16,ULEG FT - Lab. de Instalações Elétricas,ENE0002,443
05,2023.1,FRANCIS ARODY MORENO VASQUEZ (30h),6M12,15,16,ULEG FT - Lab. de Instalações Elétricas,ENE0002,443
01,2023.1,EDUARDO STOCKLER TOGNETTI (60h),24M12,30,40,FT BT-34/15,ENE0004,443
01,2023.1,LELIO RIBEIRO SOARES JUNIOR (60h),35T23,17,50,SG-11 A1-57/12 (Auditório),ENE0005,443
01,2023.1,EDUARDO STOCKLER TOGNETTI (30h),2M34,14,16,SG-11 AT-31/12 (Lab. de Controle de Processos),ENE0006,443
02,2023.1,EDUARDO STOCKLER TOGNETTI (30h),3T45,8,16,SG-11 AT-31/12 (Lab. de Controle de Processos),ENE0006,443
01,2023.1,FABIO LUCIO LOPES DE MENDONCA (30h),6M12,13,30,FT A1-24/25 (LabRedes),ENE0011,443
01,2023.1,LUCIANO MAURO ARLEY SUP (60h),35M34,37,39,FT A1-24/25 (LabRedes),ENE0013,443
01,2023.1,JAYME MILANEZI JUNIOR (60h),35M12,11,40,SG-11 A1-28/11 (Sala de Aula),ENE0015,443
01,2023.1,GEORGES DANIEL AMVAME NZE (60h),24M12,11,30,FT A1-24/25 (LabRedes),ENE0016,443
01,2023.1,FABIO LUCIO LOPES DE MENDONCA (30h),46M34,18,30,FT BT-16/15 (qua) / FT A1-24/25 (LabRedes) (sex),ENE0017,443
01,2023.1,WILLIAM FERREIRA GIOZZA (30h),46M34,18,30,FT BT-16/15 (qua) / FT A1-24/25 (LabRedes) (sex),ENE0017,443
01,2023.1,VINICIUS PEREIRA GONCALVES (30h),5M34,12,30,LCCC - ULEG - Sala 2,ENE0021,443
01,2023.1,UGO SILVA DIAS (60h),24M34,15,30,FT A1-24/25 (LabRedes),ENE0022,443
01,2023.1,JAYME MILANEZI JUNIOR (60h),24M12,5,30,FT BT-52/15,ENE0024,443
01,2023.1,GEORGES DANIEL AMVAME NZE (60h),24T23,13,30,FT A1-24/25 (LabRedes),ENE0025,443
01,2023.1,VINICIUS PEREIRA GONCALVES (30h),2T23,40,50,LCCC - ULEG - Sala 4,ENE0026,443
01,2023.1,EDSON MINTSU HUNG (60h),24M34,59,70,FT BT-13/15 (Auditório),ENE0039,443
02,2023.1,EDSON MINTSU HUNG (60h),24T45,57,67,FT BT-13/15 (Auditório),ENE0039,443
03,2023.1,ALEXANDRE RICARDO SOARES ROMARIZ (60h),35T45,64,67,FT BT-13/15 (Auditório),ENE0039,443
01,2023.1,LUIS FERNANDO RAMOS MOLINARO (30h),2M34,19,20,ULEG FT - Lab. de Técnicas Digitais,ENE0040,443
02,2023.1,LUIS FERNANDO RAMOS MOLINARO (30h),2T23,20,20,ULEG FT - Lab. de Técnicas Digitais,ENE0040,443
03,2023.1,EDGAR JHONNY AMAYA SIMEON (30h),3T45,19,20,ULEG FT - Lab. de Técnicas Digitais,ENE0040,443
04,2023.1,EDGAR JHONNY AMAYA SIMEON (30h),5T45,8,20,ULEG FT - Lab. de Técnicas Digitais,ENE0040,443
05,2023.1,LUIS FERNANDO RAMOS MOLINARO (30h),6M12,21,21,ULEG FT - Lab. de Técnicas Digitais,ENE0040,443
06,2023.1,LUIS FERNANDO RAMOS MOLINARO (30h),6M34,19,20,ULEG FT - Lab. de Técnicas Digitais,ENE0040,443
01,2023.1,FLAVIA MARIA GUERRA DE SOUSA ARANHA OLIVEIRA (60h),24T23,34,50,FT BT-13/15 (Auditório),ENE0045,443
02,2023.1,ALEXANDRE RICARDO SOARES ROMARIZ (60h),35M12,40,60,FT BT-13/15 (Auditório),ENE0045,443
01,2023.1,MARCELO LOPES PEREIRA JUNIOR (30h),2M34,13,20,ULEG FT - Lab. de Circuitos Elétricos,ENE0046,443
02,2023.1,EDGAR JHONNY AMAYA SIMEON (30h),4M34,15,20,ULEG FT - Lab. de Circuitos Elétricos,ENE0046,443
03,2023.1,EDGAR JHONNY AMAYA SIMEON (30h),5M34,16,20,ULEG FT - Lab. de Circuitos Elétricos,ENE0046,443
04,2023.1,MARCELO LOPES PEREIRA JUNIOR (30h),6T23,16,20,ULEG FT - Lab. de Circuitos Elétricos,ENE0046,443
01,2023.1,IVAN MARQUES DE TOLEDO CAMARGO (60h),24T45,19,40,FT BT-25/15,ENE0047,443
01,2023.1,ANESIO DE LELES FERREIRA FILHO (30h),3T23,8,8,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0048,443
02,2023.1,ANESIO DE LELES FERREIRA FILHO (30h),3T45,4,8,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0048,443
01,2023.1,ARTEMIS MARTI CESCHIN (60h),24M34,16,40,FT BT-43/15,ENE0049,443
01,2023.1,ARTEMIS MARTI CESCHIN (30h),4T45,6,16,SG-11 A1-29/15 (Lab. de Materiais Elétricos e Magn,ENE0050,443
02,2023.1,ARTEMIS MARTI CESCHIN (30h),6M34,4,16,SG-11 A1-29/15 (Lab. de Materiais Elétricos e Magn,ENE0050,443
01,2023.1,JOAO PAULO LEITE (60h),35T23,9,50,FT BT-52/15,ENE0053,443
01,2023.1,LEONARDO RODRIGUES ARAUJO XAVIER DE MENEZES (30h),2T23,4,10,SG-11 A1-34/15 (Lab. de Eletromagnetismo),ENE0054,443
03,2023.1,LEONARDO RODRIGUES ARAUJO XAVIER DE MENEZES (30h),6M34,8,10,SG-11 A1-34/15 (Lab. de Eletromagnetismo),ENE0054,443
01,2023.1,RICARDO ZELENOVSKY (60h),24M12,47,60,FT BT-13/15 (Auditório),ENE0056,443
02,2023.1,DANIEL CHAVES CAFE (60h),35T45,41,50,FT BT-25/15,ENE0056,443
01,2023.1,RICARDO ZELENOVSKY (30h),2T45,8,24,ULEG FT - Lab. de Técnicas Digitais,ENE0058,443
02,2023.1,DANIEL CHAVES CAFE (30h),3M12,15,24,ULEG FT - Lab. de Técnicas Digitais,ENE0058,443
03,2023.1,RICARDO ZELENOVSKY (30h),3T23,18,24,ULEG FT - Lab. de Técnicas Digitais,ENE0058,443
04,2023.1,RICARDO ZELENOVSKY (30h),4M34,22,24,ULEG FT - Lab. de Técnicas Digitais,ENE0058,443
05,2023.1,DANIEL CHAVES CAFE (30h),5M12,20,24,ULEG FT - Lab. de Técnicas Digitais,ENE0058,443
01,2023.1,JOSE EDIL GUIMARAES DE MEDEIROS (60h),35T6  35N1,16,30,FT BT-16/15,ENE0059,443
01,2023.1,JOSE EDIL GUIMARAES DE MEDEIROS (30h),6T23,14,30,FT BT-16/15,ENE0060,443
01,2023.1,JOAO PAULO LEITE (30h),6M12,34,40,FT BT-43/15,ENE0066,443
02,2023.1,MARCELO LOPES PEREIRA JUNIOR (30h),2T23,40,40,FT BT-43/15,ENE0066,443
03,2023.1,MARCELO LOPES PEREIRA JUNIOR (30h),6M34,40,40,FT BT-16/15,ENE0066,443
04,2023.1,HUMBERTO ABDALLA JUNIOR (30h),6M34,40,40,FT BT-43/15,ENE0066,443
01,2023.1,JOAO LUIZ AZEVEDO DE CARVALHO (60h),24T45,62,62,SG-11 A1-57/12 (Auditório),ENE0067,443
02,2023.1,LELIO RIBEIRO SOARES JUNIOR (60h),35M34,60,60,FT BT-13/15 (Auditório),ENE0067,443
03,2023.1,FLAVIA MARIA GUERRA DE SOUSA ARANHA OLIVEIRA (60h),35T23,48,50,FT BT-25/15,ENE0067,443
01,2023.1,RENATO ALVES BORGES (60h),35M12,35,50,FT BT-25/15,ENE0068,443
02,2023.1,EDUARDO PEIXOTO FERNANDES DA SILVA (60h),35M34,53,60,SG-11 A1-57/12 (Auditório),ENE0068,443
03,2023.1,FRANCISCO ASSIS DE OLIVEIRA NASCIMENTO (60h),35T45,50,60,SG-11 A1-57/12 (Auditório),ENE0068,443
01,2023.1,AMAURI GUTIERREZ MARTINS BRITTO (60h),35M34,24,40,LCCC - ULEG - Sala 3,ENE0071,443
01,2023.1,AMAURI GUTIERREZ MARTINS BRITTO (30h),3M12,19,24,ULEG FT - Lab. de Instalações Elétricas,ENE0072,443
02,2023.1,AMAURI GUTIERREZ MARTINS BRITTO (30h),5M12,10,24,ULEG FT - Lab. de Instalações Elétricas,ENE0072,443
01,2023.1,PABLO EDUARDO CUERVO FRANCO (30h),2M12,3,8,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0073,443
02,2023.1,FRANCIS ARODY MORENO VASQUEZ (30h),3M12,8,8,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0073,443
03,2023.1,FRANCIS ARODY MORENO VASQUEZ (30h),3M34,5,8,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0073,443
04,2023.1,PABLO EDUARDO CUERVO FRANCO (30h),4M12,5,8,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0073,443
05,2023.1,ANESIO DE LELES FERREIRA FILHO (30h),5M12,2,8,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0073,443
01,2023.1,GERSON HENRIQUE PFITSCHER (30h),2M34,8,8,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0074,443
02,2023.1,GERSON HENRIQUE PFITSCHER (30h),4T45,8,8,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0074,443
03,2023.1,GERSON HENRIQUE PFITSCHER (30h),5T45,6,8,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0074,443
04,2023.1,GERSON HENRIQUE PFITSCHER (30h),6M12,8,8,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0074,443
01,2023.1,RENATO ALVES BORGES (60h),35M34,30,31,FT BT-43/15,ENE0077,443
02,2023.1,HENRIQUE CEZAR FERREIRA (60h),35T23,24,30,FT BT-34/15,ENE0077,443
03,2023.1,JOAO YOSHIYUKI ISHIHARA (60h),46M12,21,30,FT BT-25/15,ENE0077,443
01,2023.1,EDGAR JHONNY AMAYA SIMEON (30h),2M12,16,18,SG-11 A1-24/11 (Lab. de Controle),ENE0078,443
02,2023.1,EDGAR JHONNY AMAYA SIMEON (30h),2M34,14,18,SG-11 A1-24/11 (Lab. de Controle),ENE0078,443
03,2023.1,ALEX DA ROSA (30h),3T23,7,18,SG-11 A1-24/11 (Lab. de Controle),ENE0078,443
04,2023.1,ALEX DA ROSA (30h),3T45,6,18,SG-11 A1-24/11 (Lab. de Controle),ENE0078,443
01,2023.1,JOAO YOSHIYUKI ISHIHARA (60h),24T45,21,50,FT BT-34/15,ENE0079,443
01,2023.1,PAULO HENRIQUE PORTELA DE CARVALHO (60h),35T23,2,30,FT BT-16/15,ENE0081,443
01,2023.1,RICARDO STACIARINI PUTTINI (60h),24T6  24N1,30,30,FT A1-24/25 (LabRedes),ENE0088,443
01,2023.1,FABIO LUCIO LOPES DE MENDONCA (60h),35M12,27,30,FT A1-24/25 (LabRedes),ENE0089,443
01,2023.1,RAFAEL TIMOTEO DE SOUSA JUNIOR (60h),35T45,9,30,FT A1-24/25 (LabRedes),ENE0090,443
01,2023.1,DANIEL GUERREIRO E SILVA (60h),35M34,15,20,ULEG FT - Lab. de Técnicas Digitais,ENE0091,443
01,2023.1,ADOLFO BAUCHSPIESS (60h),35T45,19,30,SG-11 A1-28/11 (Sala de Aula),ENE0154,443
01,2023.1,EDUARDO PEIXOTO FERNANDES DA SILVA (30h),5M12,41,42,FT BT-16/15,ENE0155,443
01,2023.1,HENRIQUE CEZAR FERREIRA (60h),35M12,25,50,FT BT-34/15,ENE0167,443
01,2023.1,ADONIRAN JUDSON DE BARROS BRAGA (60h),35T45,48,50,FT BT-52/15,ENE0177,443
02,2023.1,JOAO PAULO LEITE (60h),24T45,31,50,FT BT-52/15,ENE0177,443
01,2023.1,IVAN MARQUES DE TOLEDO CAMARGO (60h),24T23,28,40,FT BT-25/15,ENE0186,443
01,2023.1,ADONIRAN JUDSON DE BARROS BRAGA (60h),24M34,4,30,FT BT-25/15,ENE0195,443
01,2023.1,DANIEL ORQUIZA DE CARVALHO (60h),35M34,4,30,FT BT-16/15,ENE0199,443
01,2023.1,MARCO ANTONIO BRASIL TERADA (60h),35T45,14,40,FT BT-34/15,ENE0202,443
01,2023.1,PABLO EDUARDO CUERVO FRANCO (60h),35M12,14,40,SG-11 A1-57/12 (Auditório),ENE0228,443
01,2023.1,ANESIO DE LELES FERREIRA FILHO (30h),24M12,18,20,SG-11 A1-28/11 (Sala de Aula),ENE0267,443
01,2023.1,FRANCIS ARODY MORENO VASQUEZ (30h),24M12,18,20,SG-11 A1-28/11 (Sala de Aula),ENE0267,443
01,2023.1,ADOLFO BAUCHSPIESS (60h),46M34,13,40,FT BT-34/15,ENE0270,443
01,2023.1,JAYME MILANEZI JUNIOR (60h),24T45,11,40,FT BT-16/15,ENE0274,443
01,2023.1,RICARDO STACIARINI PUTTINI (60h),24T45,7,30,FT A1-24/25 (LabRedes),ENE0276,443
01,2023.1,DANIEL ORQUIZA DE CARVALHO (30h),2T23,15,20,ULEG FT - Lab. de Circuitos Elétricos,ENE0282,443
02,2023.1,DANIEL ORQUIZA DE CARVALHO (30h),2T45,10,20,ULEG FT - Lab. de Circuitos Elétricos,ENE0282,443
03,2023.1,LEONARDO RODRIGUES ARAUJO XAVIER DE MENEZES (30h),5M12,19,20,ULEG FT - Lab. de Circuitos Elétricos,ENE0282,443
04,2023.1,LEONARDO RODRIGUES ARAUJO XAVIER DE MENEZES (30h),5T45,13,20,ULEG FT - Lab. de Circuitos Elétricos,ENE0282,443
05,2023.1,JOSE ALFREDO RUIZ VARGAS (30h),5T6  5N1,12,20,ULEG FT - Lab. de Circuitos Elétricos,ENE0282,443
01,2023.1,KLEBER MELO E SILVA (60h),35M34,40,40,FT BT-25/15,ENE0289,443
01,2023.1,LEONARDO AGUAYO (30h),2M12,12,12,SG-11 A1-09/12 (Lab. de Princípios de Comunicação),ENE0295,443
02,2023.1,LEONARDO AGUAYO (30h),2M34,11,12,SG-11 A1-09/12 (Lab. de Princípios de Comunicação),ENE0295,443
03,2023.1,HUGERLES SALES SILVA (30h),2T45,12,12,SG-11 A1-09/12 (Lab. de Princípios de Comunicação),ENE0295,443
04,2023.1,HUGERLES SALES SILVA (30h),3M34,2,12,SG-11 A1-09/12 (Lab. de Princípios de Comunicação),ENE0295,443
01,2023.1,HUMBERTO ABDALLA JUNIOR (60h),35T23,49,50,FT BT-13/15 (Auditório),ENE0304,443
05,2023.1,ALEX DA ROSA (60h),46M12,27,50,SG-11 A1-57/12 (Auditório),ENE0304,443
01,2023.1,PAULO HENRIQUE PORTELA DE CARVALHO (60h),35M12,20,50,FT BT-43/15,ENE0306,443
02,2023.1,LEONARDO AGUAYO (60h),35T45,40,50,FT BT-43/15,ENE0306,443
01,2023.1,LUCIANO MAURO ARLEY SUP (60h),46M34,40,40,LCCC - ULEG - Sala 1,ENE0334,443
02,2023.1,LUCIANO MAURO ARLEY SUP (60h),46T23,14,26,ULEG FT - Lab. de Técnicas Digitais,ENE0334,443
01,2023.1,PAULO ROBERTO DE LIRA GONDIM (60h),24T23,7,30,FT BT-34/15,ENE0349,443
01,2023.1,WILLIAM FERREIRA GIOZZA (60h),46M12,16,30,FT BT-16/15,ENE0352,443
01,2023.1,MARCO ANTONIO BRASIL TERADA (60h),24T45,47,50,FT BT-43/15,ENE0353,443
01,2023.1,GEOVANY ARAUJO BORGES (60h),35M34,20,50,FT BT-52/15,ENE0355,443
01,2023.1,RAFAEL AMARAL SHAYANI (30h),6M34,40,40,FT BT-52/15,ENE0459,443
01,2023.1,RICARDO DE OLIVEIRA GASPAR (60h),3T2345,5,20,ULEG - FT - SALA 4,EFL0001,433
03,2023.1,JUSCELINA ARCANJO DOS SANTOS (60h),2M1234,2,15,EFL - A3 - 1º ANDAR,EFL0002,433
01,2023.1,EDER PEREIRA MIGUEL (60h),3T2345,4,10,EFL - A3 - 1º ANDAR,EFL0003,433
01,2023.1,JOSE ROBERTO RODRIGUES PINTO (60h),3M1234,7,20,EFL - A4 - 2º ANDAR,EFL0004,433
02,2023.1,JOSE ROBERTO RODRIGUES PINTO (60h),4T2345,12,20,EFL - A4 - 2º ANDAR,EFL0004,433
01,2023.1,ALEXANDRE FLORIAN DA COSTA (15h),4M2,43,60,EFL - A4 - 2º ANDAR,EFL0010,433
